employee_id,name,job_role,day_of_week,leaves_taken,workload,temperature,precipitation,present
38a703eb-6ac2-46ce-b03a-a9a71b95ad9a,Waida Banerjee,Domestic Help,4,10,0.6533784615697016,28.352874071534394,44.34844974614961,0
ca0dda3d-63b5-46f2-bfd2-83421c77a8be,Chaitanya Kar,Healthcare,6,1,0.40455187387419356,33.47409019121448,15.116264212066511,1
420426b5-b24f-4e1d-82de-b6779ae26892,Oeshi Wable,Banking and Financial Services,4,2,0.369307231290242,27.551111728400485,13.56709090565506,1
5a219c2d-6649-4ef1-8f29-7fbe69c0d077,Vinaya Deshpande,Private Security Services,2,10,0.8695505838657226,24.42949938732815,38.74336924009323,0
a16b1360-83a8-4e29-b7e5-224d1e92b996,Harsh Kala,"Building, Construction and Real Estate",4,6,0.8869111730347693,27.61655964275864,27.313989656419537,1
dfc89eb1-c718-461a-96f7-99158c4b17dc,Unni Atwal,Banking and Financial Services,2,6,0.8665975939247105,42.544805310576045,45.058704388885054,0
828c85bf-838e-4649-ba99-7d2c54ebdde8,Gopal Dube,Banking and Financial Services,1,0,0.43067683266566503,42.56385767016295,25.44817917360473,1
1ac3cf23-d79f-4bdc-b3a7-adcbdd2344c8,Ishwar Salvi,Media and Entertainment,5,4,0.16581755033816048,43.58001351279113,41.048777230596386,0
67da104b-e8db-4cf7-8522-a193a5c670b1,Bishakha Kale,Retail,4,10,0.9962937158534324,26.83112756416706,7.1759871142314635,0
14d85acd-2276-4452-8678-19165285117b,Aadhya Nath,Auto and Auto Components,0,7,0.5678839027779407,37.478897775105764,8.25163061000186,1
5e146c50-1938-41d3-8ce2-4362ea4be50c,Samaksh Mannan,Textile and Clothing,6,8,0.9356125794035363,41.63922210756217,18.00922923656457,1
c9e88103-1cf0-41fa-8172-a06fcea200f0,Yochana Guha,Media and Entertainment,5,1,0.4897898749742339,43.16742167300745,34.4375501618969,0
09538a5e-bc61-4416-a0dc-4dea275f98a2,Gaurika Trivedi,Beauty and Wellness,5,1,0.9899329911576348,28.79128126736517,25.37765760700707,1
54e6fa84-d0ef-4cca-8b76-bb4abefd862a,Niharika Kaur,Handlooms and Handicrafts,6,4,0.8390495816888196,41.738918999772615,37.9342815012507,0
53ef75f0-11ca-406d-bd41-66acc339fb87,Edhitha Sangha,Banking and Financial Services,4,5,0.3966889429227264,36.04495292425463,22.900398188568538,0
cea81a3e-3eb9-4010-9deb-7ca8102db867,Ekaraj Kashyap,Media and Entertainment,6,5,0.9974656634220715,25.96670605501122,22.37472537057939,0
dedc1761-6b13-49f0-b6f6-6cbb655757d0,Nidhi Sampath,Banking and Financial Services,2,8,0.20814439753005942,43.32605359607352,14.907284402140043,0
a710cf50-8e6e-4d0c-a35c-8c19d1cdb209,Atharv Krishnamurthy,Pharmaceuticals,6,2,0.7700362539883098,21.71898315958145,33.92626540138932,0
d9e593ea-978e-4089-a0fe-c02dd0fc3823,Mitali Contractor,Healthcare,0,10,0.5398429587397269,35.27026023658761,37.6544515142641,0
cea0bbb7-d358-495c-bdcb-41db6124c35d,Tara Doctor,Beauty and Wellness,0,10,0.20120915510882087,27.734944747267406,42.744516850969994,0
4356ab02-f10e-4fb7-8126-58c851b99e94,Udyati Raj,"Transportation, Logistics",0,5,0.23595683782638008,42.612927248661876,2.0635070203034123,1
7db807e7-620b-4613-b1e7-0fe43db93b9c,Xavier Pandya,Domestic Help,2,8,0.9008448063437164,41.23628922138647,32.74034111071342,0
9ce3082e-ddc4-40e2-886f-73787d4ddd45,Chavvi Uppal,IT and ITeS,3,9,0.9355490401777132,28.83676480397718,11.407244194939725,1
efe7bdb0-b137-41b2-85c6-b78645766391,Samesh Dave,Auto and Auto Components,0,6,0.9292625790292838,32.39649154866319,44.41313202625529,0
e404b22a-8ebb-4483-8968-9b7c734a5fb7,Yutika Sami,Furniture and Furnishing,5,9,0.31229442435609117,41.07838319821884,27.92299623338692,0
9a9d3d53-a28f-4617-8d00-6a5367c9e0ab,Amaira Korpal,Telecommunications,3,7,0.2935885626262061,23.395899800094,38.862661185680345,0
aef595c6-c77c-4735-b8dd-58b954ef20cb,Vrinda Krishnamurthy,"Building, Construction and Real Estate",3,5,0.39695344478077965,37.463738119314556,3.4448988996958194,0
e2d819ee-14d9-4dfd-81b1-5937b37263b8,Samaksh Mohan,Food Processing,0,6,0.5592085575974264,28.20914472076033,10.839871313733518,1
177df3d7-48f7-4dd3-bc06-49c14e6f6d07,Rudra Baral,Leather and Leather Goods,4,9,0.43127133555124975,35.04104765897467,19.613928433840975,1
0e19dde5-1772-4856-a327-6c727b351ff2,Shivansh Bahl,Leather and Leather Goods,5,4,0.9695599528372971,24.289560447496406,1.1924168673533575,1
fbef85e6-5877-4abd-9291-7782a51d0dc2,Triveni Pant,Auto and Auto Components,6,0,0.9230208312561551,38.828934468782975,33.014072405900315,1
09c860eb-3f81-4126-b0fa-803ec8fac451,Jai Som,Leather and Leather Goods,3,0,0.42863416578556246,26.33224472817247,1.3138882901466031,1
4aa3f594-3051-4319-a512-13307b10f957,Jacob Varty,Auto and Auto Components,2,1,0.10182664909780668,22.989540953044127,28.08423211843814,1
846dc5de-1b31-44e3-974a-658e078c242d,Upadhriti Kalita,Leather and Leather Goods,4,5,0.32171901482010745,34.88641039853419,37.888069260003554,1
e9252e08-4085-4ddb-84b0-4eef58cbb46f,Lavanya Chandra,Pharmaceuticals,4,4,0.7556332139631684,24.644186533834226,9.339322190323546,1
8c56241e-1b90-437e-8928-916e7b677098,Chaitaly Rana,"Transportation, Logistics",2,6,0.6790071012598029,39.68682186767762,47.84497010000764,0
0fb81e80-8941-486a-a595-e8cbbe6bb54e,Alexander Brahmbhatt,"Transportation, Logistics",1,2,0.935112837637513,24.851866480349475,17.730910994265138,1
f6cc3205-76a5-4a94-8c4a-8fb7fedc3797,Ubika Natarajan,Leather and Leather Goods,2,6,0.8810374250397337,32.318569955920935,28.522053874856258,1
bd6401ff-5a15-4593-bfac-fa25599effc3,Bahadurjit Hayre,IT and ITeS,1,10,0.602360761045135,25.25305207196482,42.93407447977943,0
bb63bd91-9a5f-4015-a063-641a7427b8e7,Tristan Gade,Retail,0,10,0.9004436842391544,36.87579398733699,19.078294388728228,0
1d0a595f-aaec-4047-8daa-4c4cb1f4752a,Jagat Mitter,"Transportation, Logistics",0,7,0.929824986296322,41.811933241111774,36.28397225390154,0
9d964538-eed5-45f7-8176-ec47d1ab7e53,Tanvi Peri,Telecommunications,4,6,0.739520005990653,31.677481284331947,34.08849309542579,0
48851e6d-ffb8-49e1-9f6c-2cb604decb18,Girik Natt,Private Security Services,4,6,0.5648293253430905,43.62201690740346,39.08107723533268,0
d504b8b1-4b78-4b54-8664-e4d108dc67be,Omaja Cheema,Private Security Services,2,1,0.34026197869393393,21.80786941037493,48.3676890371443,1
82e54d58-2709-45ad-a2ef-6b2be6f71525,Darika Oommen,Furniture and Furnishing,6,4,0.5529635435735089,29.91469764971476,3.5998806946033692,0
a17ef636-d082-44dc-8f35-7bf548ad1e3b,Maanas Peri,Telecommunications,3,2,0.11707568717897388,25.521647536020204,40.03418114413995,1
e8c8be70-9c00-4ab2-ba15-b17d1f1ec3c4,Omkaar Tailor,"Building, Construction and Real Estate",3,2,0.13429647811056172,20.45542185506849,45.003368367502716,1
da43677e-7f38-4549-8b19-f9dd3d228c72,Tristan Dass,Private Security Services,0,10,0.6457871149025144,42.713071692823966,42.872493585836466,0
7ca2282a-712a-442a-a098-68777a8f5180,Amruta Halder,Leather and Leather Goods,4,3,0.7330323560819582,35.708867301184476,34.10401373628708,0
bb17dff0-9063-491c-8263-be9cb2a8d933,Oni D’Alia,Domestic Help,0,7,0.5179279816981256,24.18113954634434,28.24359096977181,0
17661872-f429-4b67-857a-a9fe2e4fce4d,Harish Chauhan,Furniture and Furnishing,6,3,0.8696382809209642,39.478448046294176,6.4782447742952165,0
0c747387-3ed1-402c-ad84-3046fa73b91d,Charita Baral,"Building, Construction and Real Estate",6,9,0.4093925822633715,23.522423109539908,15.27767066849226,0
bcf6cef1-3d8c-4488-ac5c-78d0aea090fb,Avi Ramachandran,Banking and Financial Services,5,4,0.551100869928725,30.054256325146202,39.670832692849956,0
45611a3d-73d5-4c99-90cc-8a791e23cec5,Simon Mittal,Leather and Leather Goods,2,9,0.18847436165149384,29.93586123863336,33.22634277907729,0
bb2c146e-117f-4e5e-a9f1-9ff2e75312e5,Ganga Halder,Textile and Clothing,4,5,0.14153447658191545,24.670722417549534,36.97886677742892,1
de53f13b-91ed-439c-ac3b-8f5751364997,Radha Tata,Agriculture,1,7,0.4094171878684052,35.333502714563274,10.439710074758363,1
00fbcd4d-d107-4ee2-b323-73a337f003ee,Azaan Mander,Private Security Services,0,1,0.841179171955789,34.743139393129184,1.213366617310746,1
ab5a2bb3-7f88-4111-afaf-2cbafe59dfe0,Pahal Chaudhuri,Auto and Auto Components,5,6,0.2759628151296526,25.06383658581723,16.396832499930795,1
c4e39e0c-3c2d-4e2e-9a7d-39b4f8ca5136,Falak Menon,"Travel, Tourism and Hospitality",2,3,0.4514378894111184,41.012681752515974,19.79600044311496,1
dc7a0722-93d2-4b90-94cf-c978156c2fb6,Abha Banerjee,Handlooms and Handicrafts,2,1,0.7816347630766869,42.551567253593056,35.26599645992186,1
6a499977-c83f-4d49-a680-cfb83a0bd863,Ekaja Jani,Banking and Financial Services,4,8,0.9518861858648404,44.449454423773226,42.84027152994132,0
bc85fa8d-6fb6-40cc-b5f8-da3b64993a1c,Mahika Agarwal,Leather and Leather Goods,5,10,0.6521275157192349,35.28343792135021,25.948612909295132,1
5f607051-96a6-4130-8bfb-1906ea424a25,Noah Atwal,Telecommunications,2,8,0.9608133033218802,43.883977754909964,19.622789691621577,0
b7636b71-579f-48e1-b62d-5a4066f87c31,Indali Keer,Beauty and Wellness,5,1,0.8058491871208219,30.460371798888996,38.969393407402166,1
7196a9b9-a3f4-4c2c-a1f4-be9e9d95fc68,Ayaan Iyer,Auto and Auto Components,3,1,0.7672262228630031,28.194246483063825,4.797155089840283,0
1b5873f1-1470-42fc-9239-bb3121cac337,Advika Dar,Domestic Help,5,10,0.8890777817761761,22.020021421349448,36.49214216370479,0
242f5c35-a5e3-4ff6-9b31-fbb8ac0ce8fe,Max Gupta,Food Processing,1,10,0.5386179999412498,42.42861413131832,19.52649026228432,0
c29bbe8e-8777-4bc1-8c95-d0099390c7fe,Lakshit Mutti,Pharmaceuticals,0,6,0.10272927801974982,24.468880396586954,45.23479387568433,1
45efdb49-23e0-4cca-80e0-22d960dcdd6f,Noah Dutta,Retail,2,6,0.548697617671519,32.85440140968189,46.97156149679342,1
a7d6ba36-2da6-4be0-b9c2-4f8550538f1c,Chakrika Tandon,Auto and Auto Components,1,10,0.2941033167532122,22.027715417070013,10.129507335206528,0
fc41680d-4f8d-4d32-bb82-e8ebc8032571,Charan Sengupta,Furniture and Furnishing,3,8,0.4857007266941087,30.369702657715788,30.32126500145194,1
8c0cc299-d653-489d-a2b9-152915918252,Tanveer Verma,Telecommunications,0,1,0.9228909691605529,32.20299683198233,5.881013109101124,1
21535e2f-5b10-4996-81f8-4a0643f28da0,Mitali Garg,"Transportation, Logistics",1,3,0.10367361587139517,37.571100202286345,20.196391802614773,1
9321d352-76da-4e46-a9a9-77ddaa275082,Quincy Raju,Telecommunications,0,10,0.3420312098860689,32.388217922439125,5.597405719068576,0
6d71f8a9-17a6-4fe5-afb8-2c8e28dbb1b2,Vritti Ganesan,Food Processing,5,10,0.4014630948544766,38.248506357473,41.53599966995027,0
73dfe28f-ad4d-44ba-8fd9-299475c5371d,Farhan Dixit,Agriculture,3,8,0.7497040430421393,25.99568379865326,8.898592108939557,1
c63dcd21-d830-497d-a98b-01a9cf7485bc,Abhimanyu Deshmukh,Banking and Financial Services,1,8,0.6949971930321317,22.562597926292256,48.50808636640531,0
a0394db4-a9d5-4b1f-936b-d13085a6f925,Leela Pillai,"Travel, Tourism and Hospitality",6,7,0.10969682403431806,22.662483800059547,31.128433448083005,1
ef045fdd-800e-4a16-a0d9-8c8acb1a1fb4,Viraj Ramaswamy,Handlooms and Handicrafts,1,8,0.9489348426191874,27.852391228956996,4.1467313659252545,1
d3331a61-b151-4358-b466-feaeca7df48a,Teerth Sethi,Furniture and Furnishing,5,1,0.44921699941388504,40.38247041056668,49.568958034332645,1
7adfc072-8fe8-49b5-b6c1-5818a40cf0cd,Chandani Sekhon,Media and Entertainment,2,5,0.37998413703719847,31.588534442812367,28.64521537773258,1
e5f5cfa6-fe74-4afd-9eb3-f217a5bd2429,Nathan Dave,Telecommunications,0,7,0.35066652714462854,44.324621759507096,32.8254420497081,0
35d40526-0db4-4532-87fa-986a00ac70d5,Forum Dora,Leather and Leather Goods,0,8,0.4713571701841053,26.236466107435596,7.031274791901837,1
a0d03359-8d99-40c0-9126-e165be890cb1,Chandran Pingle,Banking and Financial Services,1,5,0.6401471650329728,33.785440073167194,7.17654316069059,0
1a6f83c5-7fcc-47bb-9c92-190ce0b9a3f7,Kamya Vora,Electronics and IT hardware,4,7,0.2052438889359138,32.893300375415635,48.44611765777934,0
943753c4-29ee-4da5-b8e5-1a5a84508797,Anay Rajagopal,Banking and Financial Services,3,6,0.5529587201177338,21.516514891075303,12.24886140298717,1
adf89bf0-6691-4afb-83ce-1f6c3d01cd18,Zarna Kakar,IT and ITeS,4,9,0.5717539270708515,32.6850810732403,39.79921637586389,1
75264114-a2cf-48ce-80ee-e3d33cf78003,Pooja Randhawa,Retail,0,3,0.6516200461275017,26.08111157988889,34.00346348280709,1
a49c35c8-c8bc-4ecb-ae16-bc3d505271e8,Saumya Dalal,Domestic Help,5,1,0.7723221849002709,42.22211940425237,33.572580770826804,1
f7fd3cfa-611a-4917-b30c-146677ff9101,Samaksh Srivastava,Banking and Financial Services,3,9,0.8717391341151638,35.09236884067113,30.705160338661347,1
69cf67d7-2c8c-41a2-9db2-20eaef2f1221,Prisha Kulkarni,"Transportation, Logistics",0,5,0.6186171289637478,31.473142297235164,21.86131944942577,1
f08bbe3f-74e6-428d-b8f3-c79363b957e2,Hitesh Nath,Auto and Auto Components,5,1,0.17227277117448772,35.4813692394762,38.00815216491485,0
9ff439f6-7381-4a6f-95cb-a8975643ac56,Jack Nagar,Pharmaceuticals,0,8,0.7520666752447724,28.679387868907245,9.392740077687467,0
4fee24a4-b842-41ab-a8ac-ff8b5b3c138f,Bhavini Choudhry,Auto and Auto Components,1,2,0.18693453614931255,30.738590085943457,15.752249909453042,1
25e1f0e9-bf98-4f97-b02f-bddb75d8a6fe,Sai Cheema,Leather and Leather Goods,0,8,0.5007080186328781,28.983626124653654,20.433115110164103,0
d307f2aa-6b01-40ab-a090-896a01cfefee,Triya Hora,Private Security Services,0,4,0.9745724626858949,23.835201459872884,9.661939694824545,1
741928e0-f0d8-4f30-99b7-79511245d3f8,Caleb Modi,Telecommunications,6,3,0.7902080698983774,29.00243020940649,27.847604105881217,1
bfc45d18-1f08-4aef-8325-2bc074d3ac55,Aarnav Chatterjee,Furniture and Furnishing,3,1,0.9748164264354707,30.882791086123298,35.699477741425554,1
f731da08-fb13-4e33-bf7f-9e2bef93ce8b,Victor Anand,IT and ITeS,0,7,0.38973908244169586,29.2529290778616,45.98673846410511,0
035f3b79-bada-4853-95a8-e8ae19143975,Jai Konda,"Building, Construction and Real Estate",1,3,0.4793305852007339,25.201156916233167,41.857903471900755,1
540374b9-58f2-4be5-bd62-0121a610008c,Jackson Saraf,"Travel, Tourism and Hospitality",1,1,0.5543690195085753,31.02932439265633,13.655837800885129,1
3dff2cae-9073-4332-82a9-0ca3fbb225ee,Aarush Kara,Leather and Leather Goods,2,7,0.812609269964993,38.756833491497474,24.521780645433168,1
40c6deb5-57e2-45f9-983f-c69083955a71,Noah Krishna,Textile and Clothing,4,1,0.9039477226105638,31.081099206154853,28.30307330122207,0
042ffd37-c451-425b-8352-b7c324e717e5,Vrishti Savant,Furniture and Furnishing,3,6,0.20771149552207088,35.99134519992819,21.282142610338706,1
52699d32-ece7-4690-88c7-a3fc89246e0f,Aishani Panchal,Auto and Auto Components,3,9,0.8214152246582631,22.43717806624935,10.379496791691967,0
6e5a3155-8376-4f2f-a857-b9b6c55e151c,Vritti Konda,"Transportation, Logistics",2,7,0.6778790729638859,43.295642840622534,31.967642620663412,0
4529471f-10e9-4933-a3d5-ce1a968bbb9d,Aahana Hari,Agriculture,3,5,0.5073047645821183,27.22612894644536,6.693692074357721,1
2850a9e8-4bc9-4cdb-924e-89ad17db726d,Neha Master,Banking and Financial Services,2,5,0.8987699465710672,39.62737253913559,1.1786922167852099,1
ae09fd4a-d43b-4cfa-baad-a5dc18bd8f45,Sneha Brahmbhatt,Agriculture,3,5,0.6547330482568677,38.607019040118544,37.23231790520854,1
154eb3e0-f7c8-4b9e-9060-3c7eb4814bbf,Hitesh Sachar,Electronics and IT hardware,0,5,0.16987118767261686,42.88921026517926,30.295661102231854,1
3eac991b-d414-48ad-bf1d-00cc38676656,Aradhana Pandit,Handlooms and Handicrafts,2,3,0.34055406996594373,37.98272534752276,27.468469472733346,1
04e38d72-0cb1-4d45-8292-6b93e830a025,Charles Mand,Beauty and Wellness,4,0,0.37241115740535546,39.08703687780768,1.5207281610983836,1
f6442e8a-5b17-4f18-9f39-a47d9d8fe1e1,Chandresh Borah,Pharmaceuticals,1,6,0.7269632967411653,33.81330659213447,42.662841319323675,1
7def4cba-d90a-477f-9ff5-b398c0da45a5,Harinakshi Bakshi,Furniture and Furnishing,3,1,0.8203381722947635,21.801167908731195,11.732765503129444,1
39117a57-ee33-4d53-b274-c8447753bbe8,Ganga Manne,"Transportation, Logistics",4,7,0.7410099491429296,37.12255676025026,30.83160999850472,0
c72ce232-86d9-4530-8082-c00e14bd1a1b,Wriddhish Kala,Banking and Financial Services,1,4,0.9045222741947175,42.75608184769546,26.76170399618793,0
0bec2300-9610-41c3-99e1-9f7b132c8201,Widisha Sama,Healthcare,2,4,0.14455870277673546,39.45757612682761,31.884527395190986,0
225041c4-c5c7-4cba-bd4c-2543da1bcbab,Aachal Sharaf,Retail,0,2,0.4135814901555058,42.51540627875178,46.17744482075042,1
33a52ac1-cdad-437c-8f10-15e9756a867e,George Chana,"Building, Construction and Real Estate",2,2,0.40218716276961664,27.359336944212117,49.83570727189468,1
c1b39187-853f-4388-8f3b-58742e41e082,Luke Wadhwa,Healthcare,2,6,0.7299702131550313,31.850780985388603,35.33368711852541,1
c0ee0c97-6576-427f-aa75-7b957c935dd0,Ekanta Narayanan,Retail,0,5,0.9386330360259277,22.114912248165762,27.982959914668193,0
b9356d0f-9081-4a65-98cd-ea3cc1c8fe77,Janani Acharya,Food Processing,6,0,0.3108505601786887,21.487565178173483,18.180880031548252,1
822b67af-c119-4e16-9dc0-5edf0f7d5340,Triveni Joshi,Banking and Financial Services,0,10,0.2538463808205127,28.32910861166904,46.32877817669451,0
4e0f9c46-a760-4af1-af2a-6fbac595086e,Warjas Bhardwaj,Banking and Financial Services,6,10,0.45543346992556466,21.013938544622754,3.6536770790697726,1
2b72f9ed-7729-460d-bd55-79f9f370b9f3,Aditya Bhat,Domestic Help,0,0,0.5668464877148323,38.88755906086819,45.56093180951328,0
4d56ef36-c6ab-4425-8f36-cabb7e1203cb,Aryan Rai,Media and Entertainment,5,5,0.2384258100524454,39.93130746892207,44.461615259648596,1
c30a7d4d-a43f-4068-a598-3ba95ac2a353,Qasim Mani,Private Security Services,5,10,0.6264506819069292,44.33445325826679,42.28193358334739,0
c140fb7c-2848-4d7b-b06b-4feeffcbeca5,Dhriti Gala,Beauty and Wellness,6,7,0.2789033901406607,21.676191381674492,29.090764132195396,1
7767ec90-69ed-48b6-b5ed-52b3e94a1cc4,Gavin Gola,Domestic Help,1,6,0.20622013143718398,37.29807286252978,36.4326724165593,0
bada8b31-cf0c-4515-a0b6-218042a1913c,Radha Krishna,Beauty and Wellness,5,0,0.9582049172772488,27.023991716181776,43.157624616795886,0
c518344c-c69f-43e1-96c1-0d424cf99e3e,Indrajit Mital,Furniture and Furnishing,4,7,0.9440879049809303,23.513631087620688,35.71367614452337,0
8adf85a9-32a5-4718-ae23-8870fb0ad018,Alexander Krishnan,Leather and Leather Goods,4,3,0.10591687488876783,39.28349183088473,10.195901160222064,1
24be86db-e180-4dd9-8df2-8c77384a2d10,Abdul Thakkar,"Travel, Tourism and Hospitality",1,4,0.28123711974018384,40.7147695817595,10.280611627759544,1
984d05b3-4899-4e55-b46c-1a209b718a01,Leena Toor,Food Processing,5,8,0.7297551262341495,24.686700485136612,40.59093303579824,1
9cf9c6f2-6698-4316-8451-81642011651c,Ansh Venkatesh,Beauty and Wellness,1,6,0.27544744678872357,41.55523158268378,34.369671163118724,1
ab7d9bd0-89a2-4537-b2de-6571f0a57cf5,Laksh Borde,"Transportation, Logistics",3,6,0.9708565760955012,38.06058877159154,22.977620015455862,0
607943cf-3474-4d3f-bf15-542f897911d2,William Krishnan,Food Processing,3,8,0.6818146865690582,31.380521740620246,35.43245029481747,0
eb87a8af-c791-492a-8f93-2bd538306b27,Noah Sha,Private Security Services,0,6,0.9149913127370627,35.68296533772581,27.59749092203534,0
1b06ad8d-85fc-45d7-a78a-6f8d7cbb8d35,Bina Bandi,"Transportation, Logistics",5,7,0.22584191058332712,35.04722479198766,35.58665756792625,1
e9e607c5-a043-445c-8968-8ff629276215,Hamsini Manne,Textile and Clothing,6,9,0.6770344492896283,33.17753204949595,7.6151775336888665,1
1495d54c-189d-4882-aac4-0186d5a825cb,Aarav Sarna,Domestic Help,5,7,0.8957682875757227,27.607133853922072,49.68190730982647,1
549a89d0-f35f-4fb5-920a-06daabfe0a71,Wridesh More,Beauty and Wellness,6,1,0.1069930143995542,22.95391473038123,25.7459897260675,1
035b0ce1-8f1f-4360-bde0-d8b5b8c7fe4a,Dipta Bansal,Telecommunications,5,0,0.4760381219909535,26.996184969468615,3.173631336584565,1
3efeb333-f249-4873-bdbe-90ee32867385,Vrishti Chawla,Telecommunications,2,5,0.9917873765510286,33.63217006561998,45.98878374581674,0
ec7f587d-5ae8-4c70-b36f-90997b6b878c,Anita Devan,IT and ITeS,1,10,0.4095422125121231,21.14649089403643,46.507279924364944,0
ae0ea8b7-3d2b-45d6-b0e9-51b4eaa97724,Ethan Pingle,"Building, Construction and Real Estate",1,8,0.4536382030113466,24.136829272864425,11.428378907443149,0
87c18e47-1327-4ec8-b0e9-1509d1f962c3,Anay Sharma,Leather and Leather Goods,3,6,0.990235376262214,22.851535732116872,24.695825846588974,0
23e25e2e-089d-4d06-ac25-1a4655de6d23,Pranit Baria,Media and Entertainment,1,8,0.7281447414866495,27.95577161923994,1.1756193970888895,0
c74a9518-96b5-447a-8058-69d647d6fcfa,Kashvi Dhawan,Textile and Clothing,1,2,0.5995231731271816,35.77175202097358,39.960769601497006,1
de9f363d-e8b0-477b-8dcd-0c5702b7232d,Saanvi Verma,Furniture and Furnishing,0,8,0.5184763035243323,41.674897674210534,25.16904820660818,0
ca9fea56-09ee-45d7-a54d-11e26fcb14c0,Samaksh Soman,Healthcare,0,5,0.720506416743278,23.62260477248424,18.48557581316449,1
09725867-34e5-4bb0-b730-d0238893c91b,Nilima Misra,Textile and Clothing,3,5,0.8624688249608731,35.99098247758895,20.29705581924827,0
733cfc7f-1c83-4a98-b11b-6f2c598fa0ac,Waida Dugar,Pharmaceuticals,1,7,0.2701399238415139,42.7839329387051,7.100694642232303,0
c2af15ec-7994-4f53-952e-f07d8e706018,Ekapad Zachariah,Leather and Leather Goods,5,6,0.5429966677891672,34.42644302159017,29.86299832539665,0
4d9d9b0f-6563-4197-8271-322b948e9204,Dhriti Swaminathan,Media and Entertainment,5,6,0.15709186512153514,35.99207363831276,39.49279168734523,1
a8cc7921-9f02-4e7b-b2e4-1657ef234bb5,Gaurangi Arya,"Building, Construction and Real Estate",1,8,0.4282734837368971,31.47608639625578,21.826028525533825,0
37bae270-a7d4-4d1b-9803-6993c17b00ab,Bhanumati Goswami,Telecommunications,5,1,0.10761766512585953,35.9853975830816,18.34851983180797,1
668d9b52-0a44-4126-add4-398e4cb43495,Warinder Khalsa,Telecommunications,2,0,0.668149572986046,20.9970166267664,21.17786153449349,1
ad05af03-ecb0-4a84-93c6-e7eea22015aa,Pavani Seshadri,Food Processing,1,5,0.3731235773527929,41.00591895595436,45.04551517093733,1
f5009221-6aff-4e43-8aa2-c890af29a4ee,Manbir Dhar,Furniture and Furnishing,5,2,0.8476341279323439,38.83858392830411,38.73897062475775,1
3b09f3b9-31eb-4e86-a5a1-2ac0a667a58c,Yatin Sen,Healthcare,6,0,0.9576441917825311,44.314003626767544,42.48412857265456,0
5138a09c-b89a-4fbc-8bd2-ff62fd39d7e0,Leena Koshy,Beauty and Wellness,2,7,0.8662056135673519,20.632571491820354,36.053891639574324,0
b02d3dd9-e336-4a3f-b2d4-bd19df69e423,Qabil Shanker,Media and Entertainment,5,5,0.837809010521823,36.07182972063743,37.738596682710494,0
0c56ecae-0b9f-4eab-b077-3b5e52909066,Balendra Gaba,Agriculture,1,9,0.5401559012832937,41.15513096951976,5.338844712717478,0
9278c4ad-0a5d-4ccd-adef-9e2c979f8672,Ubika Mistry,Agriculture,1,2,0.12719317635470134,43.719541185699924,43.978005057279184,0
73133802-dd53-4e4b-b393-76f606d54221,Yachana Tara,Media and Entertainment,6,6,0.709145259560936,37.294653628619656,26.417856597776705,0
